,선수,G,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,wOBA,wRC+,WAR+,WPA,생일
501,전민수21N,71,109,98,12,25,3,0,3,37,16,0,0,11,0,1,23,2,0,0,.255,.330,.378,.708,.331,92.6,0.15,0.43,1989-03-18
502,김재혁22삼LF,15,39,33,5,8,1,0,0,9,3,4,0,4,1,0,9,0,0,1,.242,.333,.273,.606,.296,79.3,0.15,0.10,1999-12-26
503,박정현22한SS,81,220,205,23,50,4,1,3,65,19,6,1,12,1,0,56,2,2,0,.244,.289,.317,.606,.282,70.2,0.15,-1.42,2001-07-27
504,조민성22삼1B,12,16,13,3,4,0,0,1,7,3,1,0,2,1,0,7,0,0,0,.308,.438,.538,.976,.443,175.4,0.15,-0.02,2003-10-02
505,이성규19삼3B,16,46,43,3,11,2,0,2,19,7,1,1,2,1,0,16,1,0,0,.256,.304,.442,.746,.339,100.0,0.15,-0.01,1993-08-03
506,이정훈21KDH,41,151,129,14,32,6,0,2,44,14,0,0,19,3,0,33,3,0,0,.248,.358,.341,.699,.340,98.9,0.14,-0.52,1994-12-07
507,권광민22한LF,32,87,71,6,16,3,1,0,21,8,0,1,13,1,0,30,0,0,2,.225,.345,.296,.641,.310,90.1,0.14,-0.62,1997-12-12
508,하재훈22SLF,60,114,107,18,23,6,1,6,49,13,1,0,4,1,0,40,0,0,2,.215,.246,.458,.704,.308,83.3,0.14,-0.43,1990-10-29
509,이병규21롯,29,43,34,4,8,0,0,0,8,4,0,0,8,1,0,14,2,0,0,.235,.395,.235,.631,.333,94.4,0.14,-0.01,1983-10-09
510,변우혁22한1B,21,61,61,5,16,3,0,3,28,8,0,0,0,0,0,21,3,0,0,.262,.262,.459,.721,.322,97.1,0.14,-0.76,2000-03-18
511,변상권20키CF,35,64,62,7,17,5,0,1,25,16,0,0,1,0,0,20,2,0,1,.274,.281,.403,.685,.305,76.5,0.14,0.15,1997-04-04
512,김재현19SCF,83,49,42,29,12,2,1,0,16,2,13,6,4,0,0,11,0,3,0,.286,.348,.381,.729,.320,93.9,0.13,0.45,1987-11-07
513,박정현20한SS,30,64,61,6,17,3,0,1,23,9,0,0,3,0,0,17,2,0,0,.279,.313,.377,.690,.317,84.2,0.13,-0.05,2001-07-27
514,장두성21롯CF,43,41,36,12,8,2,1,0,12,4,4,2,5,0,0,12,0,0,0,.222,.317,.333,.650,.312,78.4,0.13,-0.17,1999-09-16
515,김은성20키2B,16,6,4,0,2,0,0,0,2,0,0,0,1,1,0,1,1,0,0,.500,.667,.500,1.167,.563,244.2,0.13,-0.18,1993-03-07
516,김태근22두CF,2,6,4,0,2,1,0,0,3,2,0,1,1,1,0,1,0,0,0,.500,.667,.750,1.417,.621,307.7,0.12,0.14,1996-08-10
517,장승현20두C,23,22,20,5,5,3,0,0,8,3,0,0,1,1,0,6,2,0,0,.250,.318,.400,.718,.329,94.4,0.12,0.07,1994-03-07
518,전민재22두SS,35,46,45,11,13,1,0,0,14,0,3,0,0,0,0,12,3,1,0,.289,.289,.311,.600,.275,64.5,0.12,-0.11,1999-06-30
519,최경모22S3B,98,75,73,16,22,2,0,0,24,4,2,0,1,0,0,18,1,1,0,.301,.311,.329,.640,.296,79.6,0.12,-0.31,1996-06-17
520,송준석20삼RF,32,50,47,5,13,5,0,1,21,7,0,0,2,1,0,6,4,0,0,.277,.320,.447,.767,.345,98.7,0.12,0.19,1994-05-04
521,이재용22NC,8,6,5,1,1,0,0,1,4,2,0,0,1,0,0,2,1,0,0,.200,.333,.800,1.133,.467,191.4,0.12,-0.01,1999-02-28
522,김지찬20삼2B,135,287,254,47,59,5,1,1,69,13,21,4,24,2,0,44,1,5,2,.232,.301,.272,.573,.272,53.4,0.12,-1.61,2001-03-08
523,정범모19NC,25,45,40,4,9,1,0,2,16,4,1,1,3,0,0,15,0,2,0,.225,.279,.400,.679,.296,72.3,0.12,0.68,1987-03-26
524,황대인21K1B,86,308,282,30,67,10,1,13,118,45,0,0,18,2,0,62,8,1,5,.238,.283,.418,.702,.317,85.1,0.11,0.01,1996-02-10
525,최윤석19한SS,7,15,12,3,3,0,0,0,3,1,0,0,3,0,0,4,0,0,0,.250,.400,.250,.650,.333,102.9,0.11,-0.05,1987-03-28
526,허일19롯CF,71,162,149,14,38,4,0,1,45,17,2,1,12,1,0,28,1,0,0,.255,.315,.302,.617,.296,74.9,0.11,0.12,1992-11-20
527,이명기22NLF,94,341,300,36,77,13,2,0,94,23,5,4,30,3,0,56,8,6,2,.257,.328,.313,.642,.301,84.1,0.11,-1.84,1987-12-26
528,이상호21L2B,45,68,65,5,20,2,0,0,22,12,2,1,1,0,0,10,2,2,0,.308,.318,.338,.657,.303,75.4,0.11,0.01,1989-02-05
529,이진영20K,32,27,22,4,5,1,0,0,6,5,1,0,5,0,0,9,1,0,0,.227,.370,.273,.643,.323,84.3,0.10,-0.01,1997-07-21
530,박경수21K2B,118,280,239,24,46,10,0,9,83,33,0,1,34,3,2,76,7,4,0,.192,.301,.347,.648,.301,72.4,0.10,-0.95,1984-03-31
531,이병휘19두2B,21,12,12,6,3,0,0,0,3,1,5,0,0,0,0,3,0,0,0,.250,.250,.250,.500,.236,32.3,0.10,-0.04,1998-08-05
532,김도환19삼C,61,106,93,7,19,6,0,2,31,7,0,0,8,0,0,36,0,4,1,.204,.265,.333,.598,.266,52.0,0.10,-0.44,2000-04-14
533,정범모21NC,19,23,19,2,4,1,0,1,8,5,0,0,2,1,0,4,2,1,0,.211,.318,.421,.739,.328,89.6,0.10,-0.14,1987-03-26
534,박한이19삼DH,30,85,74,6,19,3,0,2,28,13,0,0,9,0,0,17,0,1,1,.257,.333,.378,.712,.327,93.9,0.10,0.32,1979-01-28
535,임재현19SRF,6,3,3,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,.667,.667,.667,1.333,.630,302.3,0.10,-0.01,1991-05-29
536,김민혁22KLF,132,434,373,47,106,10,2,0,120,35,6,9,37,2,2,62,10,19,3,.284,.349,.322,.671,.305,83.6,0.10,0.07,1995-11-21
537,박지훈21두1B,34,14,12,6,4,1,0,0,5,2,3,1,1,1,0,3,0,0,0,.333,.429,.417,.845,.408,146.4,0.10,0.23,2000-09-07
538,장운호22한RF,57,146,122,12,29,3,0,1,35,15,0,2,17,3,1,24,2,2,2,.238,.340,.287,.627,.299,81.1,0.10,-0.01,1994-02-20
539,지성준20롯C,3,11,8,0,2,0,0,0,2,2,0,0,3,0,0,4,0,0,0,.250,.455,.250,.705,.371,117.8,0.09,0.16,1994-04-10
540,이흥련20두SC,49,132,125,6,30,1,0,3,40,20,0,0,6,0,0,29,5,0,1,.240,.273,.320,.593,.273,52.1,0.09,-0.36,1989-05-16
541,오영수22N1B,83,259,231,25,55,10,0,6,83,31,0,5,22,3,0,58,4,0,3,.238,.309,.359,.668,.311,89.8,0.09,0.33,2000-01-30
542,김태연19한3B,9,6,4,0,1,1,0,0,2,0,0,0,2,0,0,2,0,0,0,.250,.500,.500,1.000,.460,185.5,0.09,-0.00,1997-06-10
543,신성현20두,8,7,4,2,1,1,0,0,2,0,0,0,3,0,0,3,0,0,0,.250,.571,.500,1.071,.498,202.6,0.08,0.14,1990-10-19
544,전민수19L,75,105,95,8,23,7,0,0,30,8,2,1,9,0,0,18,4,1,0,.242,.308,.316,.624,.294,74.1,0.08,-0.03,1989-03-18
545,고승민19롯2B,30,89,83,7,21,6,2,0,31,6,0,0,4,0,0,16,1,1,1,.253,.284,.373,.658,.296,76.3,0.08,-0.33,2000-08-11
546,김민식20KC,69,237,210,22,52,6,1,2,66,21,0,0,17,2,0,28,3,6,2,.248,.307,.314,.622,.286,61.0,0.08,-0.36,1989-06-28
547,오선우20KRF,59,73,67,11,16,0,0,4,28,14,0,0,3,3,0,26,2,0,0,.239,.301,.418,.719,.324,85.3,0.08,-0.13,1996-12-13
548,김주성21L3B,3,7,6,1,1,0,0,1,4,1,0,0,1,0,0,3,0,0,0,.167,.286,.667,.952,.399,160.4,0.08,-0.29,1998-01-30
549,김성윤20삼LF,9,9,7,1,2,1,0,0,3,0,0,0,1,1,0,1,0,0,0,.286,.444,.429,.873,.414,145.5,0.08,-0.10,1999-02-02
550,이인혁19NRF,6,9,8,1,2,0,0,1,5,1,0,0,1,0,0,3,0,0,0,.250,.333,.625,.958,.416,152.5,0.08,-0.05,1999-01-03
551,오태곤22SLF,130,295,263,48,61,15,1,4,90,23,11,4,15,9,1,68,3,5,3,.232,.293,.342,.635,.290,73.9,0.08,0.06,1991-11-18
552,강현구22두LF,3,5,3,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,.333,.600,.333,.933,.482,206.5,0.08,0.03,2002-06-16
553,김태군19NC,18,28,22,0,4,0,0,0,4,1,0,0,4,2,0,8,1,0,0,.182,.357,.182,.539,.292,70.5,0.08,-0.07,1989-12-30
554,박승욱21K2B,8,6,6,5,2,1,0,0,3,0,1,0,0,0,0,1,0,0,0,.333,.333,.500,.833,.381,121.9,0.07,-0.07,1992-12-04
555,문상철22K1B,28,52,49,5,11,3,0,2,20,4,1,0,3,0,0,17,2,0,0,.224,.269,.408,.677,.306,84.3,0.07,-0.27,1991-04-06
556,신성현19두1B,35,54,41,9,8,0,0,1,11,6,0,0,10,1,0,14,0,0,2,.195,.352,.268,.620,.308,86.3,0.07,-0.13,1990-10-19
557,신용수20롯RF,5,8,7,2,3,0,0,0,3,2,1,1,1,0,0,0,0,0,0,.429,.500,.429,.929,.445,165.5,0.07,0.16,1996-01-05
558,안상현21S2B,37,40,39,9,10,2,0,1,15,4,3,1,1,0,0,15,0,0,0,.256,.275,.385,.660,.304,73.9,0.07,-0.11,1997-01-27
559,김기환20N,4,2,2,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,.500,.500,1.000,1.500,.645,292.1,0.07,0.00,1995-08-25
560,박지규19L2B,10,18,11,2,1,0,0,0,1,1,0,0,4,2,0,7,0,1,0,.091,.412,.091,.503,.296,77.9,0.06,0.11,1991-10-12
561,나지완19KDH,56,153,129,12,24,5,0,6,47,17,0,0,19,3,1,37,3,0,2,.186,.301,.364,.665,.306,82.2,0.06,-0.70,1985-05-19
562,송준석21삼LF,19,55,51,5,12,2,0,2,20,4,0,0,3,1,0,13,1,0,0,.235,.291,.392,.683,.317,81.8,0.06,-0.22,1994-05-04
563,유서준20SSS,28,25,24,10,6,1,0,1,10,2,1,1,1,0,0,7,2,0,0,.250,.280,.417,.697,.310,75.4,0.06,-0.11,1995-12-04
564,김선우22K,3,4,3,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,.333,.500,.333,.833,.423,166.1,0.06,0.05,2001-01-18
565,서예일20두3B,39,29,25,4,6,2,0,0,8,1,0,0,3,0,0,7,0,0,1,.240,.310,.320,.630,.295,69.6,0.06,0.09,1993-06-19
566,류승현19K1B,57,163,150,14,38,8,1,0,48,14,3,2,9,4,0,29,3,0,0,.253,.313,.320,.633,.301,77.1,0.05,-0.12,1997-07-01
567,최준우22S2B,10,16,12,0,3,0,0,0,3,1,0,0,3,0,0,3,0,0,1,.250,.375,.250,.625,.311,89.1,0.05,-0.06,1999-03-25
568,이우성19NKLF,60,168,151,19,33,4,0,6,55,22,0,0,12,2,0,40,3,1,2,.219,.281,.364,.646,.295,73.5,0.05,-0.98,1994-07-17
569,김문호20한1B,18,52,46,6,10,1,0,2,17,5,0,0,5,1,0,11,1,0,0,.217,.308,.370,.677,.312,80.3,0.05,0.17,1987-06-22
570,임지열20키,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,.942,,0.05,0.00,1995-08-22
571,조한민21한RF,52,145,127,15,25,6,2,5,50,18,3,2,13,2,0,57,4,1,2,.197,.278,.394,.672,.305,,0.05,-0.92,2000-10-20
572,김민수20롯3B,3,10,8,1,2,0,0,0,2,0,1,0,2,0,0,4,0,0,0,.250,.400,.250,.650,.335,,0.04,0.08,1998-03-18
573,하주석19한SS,5,20,19,3,5,2,0,0,7,2,0,0,0,0,0,4,1,1,0,.263,.263,.368,.632,.273,,0.04,-0.51,1994-02-25
574,김재성19LC,3,7,5,0,1,0,0,0,1,1,0,0,2,0,0,2,0,0,0,.200,.429,.200,.629,.341,,0.04,0.07,1996-10-30
575,송승환22두LF,11,28,28,3,7,1,0,1,11,4,0,0,0,0,0,7,0,0,0,.250,.250,.393,.643,.290,,0.04,0.22,2000-10-28
576,문상준22KSS,2,3,3,0,1,1,0,0,2,0,0,0,0,0,0,2,0,0,0,.333,.333,.667,1.000,.439,,0.04,0.07,2001-03-14
577,김민하21한RF,46,142,115,14,24,4,1,1,33,17,6,3,17,8,0,36,3,0,2,.209,.345,.287,.632,.317,,0.04,-0.49,1989-02-25
578,강현우20KC,26,32,30,2,6,2,0,1,11,3,0,0,2,0,0,11,1,0,0,.200,.250,.367,.617,.276,,0.04,0.02,2001-04-13
579,최승준20한1B,2,4,3,1,1,0,0,0,1,1,0,0,0,1,0,2,0,0,0,.333,.500,.333,.833,.426,,0.04,0.07,1988-01-11
580,김주찬20K1B,7,18,18,3,6,0,0,1,9,2,0,1,0,0,0,2,2,0,0,.333,.333,.500,.833,.371,,0.04,-0.38,1981-03-25
581,정주현20L2B,134,371,328,50,81,10,4,4,111,30,8,7,29,3,0,63,6,9,2,.247,.312,.338,.651,.297,,0.04,-0.59,1990-10-13
582,한준수19KC,7,20,20,2,6,2,0,0,8,2,0,0,0,0,0,2,2,0,0,.300,.300,.400,.700,.321,,0.04,-0.07,1999-02-13
583,신본기20롯3B,81,123,106,18,23,1,0,2,30,12,1,0,14,1,0,22,3,1,1,.217,.312,.283,.595,.285,,0.04,-0.30,1989-03-21
584,김민수22롯3B,57,156,140,9,36,6,0,0,42,11,0,1,9,4,0,48,2,3,0,.257,.320,.300,.620,.293,,0.04,0.23,1998-03-18
585,허관회20한C,1,2,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,.500,.500,.500,1.000,.471,,0.04,-0.04,1999-02-12
586,정보근21롯C,11,20,18,0,5,0,0,0,5,0,0,1,2,0,0,2,1,0,0,.278,.350,.278,.628,.313,,0.04,-0.28,1999-08-31
587,권혁경22KC,2,2,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,.471,,0.04,0.02,2002-01-23
588,안상현22S2B,46,47,38,12,6,0,0,2,12,5,2,0,5,1,0,12,2,3,0,.158,.273,.316,.589,.261,,0.03,-0.29,1997-01-27
589,채현우19S,9,1,1,2,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,,0.03,0.04,1995-11-21
590,김현민20한2B,4,5,5,2,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,.400,.400,.400,.800,.377,,0.03,-0.02,2000-02-23
591,김재현21키C,39,51,46,2,10,7,0,0,17,8,0,1,3,0,0,12,1,2,0,.217,.265,.370,.635,.282,,0.03,-0.21,1993-03-18
592,김석환21K1B,5,20,19,1,5,0,0,1,8,3,0,0,0,1,0,7,0,0,0,.263,.300,.421,.721,.333,,0.03,-0.09,1999-02-28
593,박준태21키RF,27,58,46,10,9,3,0,0,12,4,1,0,10,2,0,16,0,0,0,.196,.362,.261,.623,.321,,0.03,-0.18,1991-07-26
594,예진원19키LF,2,8,6,1,1,1,0,0,2,1,0,0,2,0,0,3,0,0,0,.167,.375,.333,.708,.345,,0.03,0.07,1999-03-16
595,배성근21롯SS,79,109,93,21,19,4,0,1,26,9,1,0,14,0,0,36,1,2,0,.204,.308,.280,.588,.285,,0.03,-0.18,1995-04-27
596,이천웅21LCF,68,211,181,20,36,7,0,2,49,16,3,2,25,3,0,23,11,1,1,.199,.305,.271,.576,.284,,0.03,-0.82,1988-10-20
597,이형종22LDH,26,63,53,3,14,3,0,0,17,7,0,0,5,1,0,10,0,1,3,.264,.323,.321,.643,.296,,0.03,0.27,1989-06-07
598,이준수19KC,32,49,36,3,7,1,0,0,8,3,0,0,9,1,0,11,1,3,0,.194,.370,.222,.592,.290,,0.03,-0.04,1988-06-17
599,박찬혁22키DH,52,175,161,13,34,5,0,6,57,17,0,1,9,5,0,67,1,0,0,.211,.274,.354,.628,.291,,0.03,-0.36,2003-04-25
600,권민석21두2B,33,15,14,8,3,2,0,0,5,1,0,0,1,0,0,7,0,0,0,,.267,,,.290,,0.02,-0.20,1999-02-20
601,안재석22두SS,99,264,235,22,50,10,0,3,69,17,4,0,19,4,1,71,5,4,2,,.281,,,.267,,0.02,-0.88,2002-02-15
602,이동훈19한LF,14,31,31,3,9,1,0,0,10,4,3,0,0,0,0,8,1,0,0,,.290,,,.286,,0.02,0.05,1996-07-24
603,강백호22KDH,62,264,237,24,58,12,0,6,88,29,0,0,23,1,2,44,6,1,2,,.312,,,.312,,0.02,0.16,1999-07-29
604,김웅빈19키3B,4,11,11,1,3,1,0,0,4,3,0,0,0,0,0,2,2,0,0,,.273,,,.292,,0.02,0.11,1996-02-09
605,김동진22삼2B,5,4,4,0,1,1,0,0,2,0,0,0,0,0,0,2,0,0,0,,.250,,,.330,,0.02,0.02,1996-12-18
606,전진영22KRF,4,3,3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,.333,,,.314,,0.02,0.00,1998-04-30
607,홍창기19LCF,23,25,23,3,5,2,0,0,7,0,2,0,1,1,0,12,1,0,0,,.280,,,.278,,0.02,-0.07,1993-11-21
608,박계범22두3B,77,168,145,21,32,8,0,2,46,14,5,3,12,3,1,40,1,6,2,,.290,,,.273,,0.02,-0.89,1996-01-11
609,이정훈19KC,7,15,14,0,4,1,0,0,5,3,0,0,0,0,0,1,2,0,1,,.267,,,.277,,0.02,-0.10,1994-12-07
610,고종욱20SLF,92,288,272,24,77,9,3,3,101,26,1,3,14,1,0,55,3,0,1,,.319,,,.319,,0.02,-0.46,1989-01-11
611,이범호19K,19,31,26,1,6,1,0,1,10,5,0,0,3,0,0,3,1,0,2,,.290,,,.301,,0.02,-0.29,1981-11-25
612,김창평20S2B,35,90,78,10,15,4,1,0,21,7,7,0,11,0,0,16,2,0,1,,.289,,,.269,,0.02,0.26,2000-06-14
613,강로한20롯CF,16,26,21,6,4,0,0,0,4,1,2,1,4,1,0,6,0,0,0,,.346,,,.287,,0.02,0.17,1992-05-13
614,김은성21키LF,6,18,18,1,5,3,0,0,8,2,0,0,0,0,0,6,0,0,0,,.278,,,.327,,0.02,-0.05,1993-03-07
615,권정웅20삼C,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,.500,,,.367,,0.02,0.00,1992-11-15
616,정주현19L2B,129,425,376,53,87,19,2,2,116,27,15,6,31,1,0,91,10,16,1,,.291,,,.273,,0.01,-0.98,1990-10-13
617,최선호19삼LF,17,8,6,1,1,0,0,0,1,0,1,0,2,0,0,0,0,0,0,,.375,,,.298,,0.01,0.02,1991-12-12
618,오준혁19S,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,.000,,,.000,,0.01,-0.00,1992-03-11
619,양찬열20두RF,17,26,22,5,5,0,0,0,5,3,0,0,3,1,0,2,0,0,0,,.346,,,.295,,0.01,-0.00,1997-05-25
620,박유연22두C,13,19,17,0,4,0,0,0,4,2,0,0,1,1,0,5,1,0,0,,.316,,,.276,,0.01,0.04,1998-12-20
621,이석훈19롯CF,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,.000,,,.000,,0.01,-0.07,1996-05-14
622,박민20K3B,6,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,.500,,,.367,,0.01,-0.01,2001-06-05
623,안중열22롯C,33,84,71,8,11,0,0,2,17,2,0,1,11,2,0,19,2,0,0,,.286,,,.262,,0.01,-0.51,1995-09-01
624,김병휘21키2B,12,11,10,5,2,0,0,0,2,0,0,0,1,0,0,2,0,0,0,,.273,,,.241,,0.01,-0.05,2001-02-16
625,정병곤19두2B,20,31,27,6,5,1,0,0,6,4,0,0,2,2,0,4,2,0,0,,.290,,,.259,,0.01,-0.40,1988-03-23
626,박유연19두C,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,.000,,,.000,,0.01,-0.01,1998-12-20
627,김민수19롯3B,11,37,34,0,8,3,0,0,11,1,0,0,1,2,0,14,2,0,0,,.297,,,.295,,0.00,-0.28,1998-03-18
628,이정범22SRF,7,11,11,2,3,0,0,0,3,1,0,0,0,0,0,2,0,0,0,,.273,,,.257,,0.00,-0.03,1998-04-10
629,최용제22두,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1.000,,,.749,,0.00,0.03,1991-07-12
630,황경태21두2B,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,0.00,0.00,1996-08-17
631,최종은21롯2B,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,0.00,0.00,1998-10-12
632,서진용21SP,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,0.00,-0.02,1992-10-02
633,박상언19한,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,0.00,0.00,1997-03-03
634,문경찬19K,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,0.00,-0.00,1992-07-08
635,김진욱20한P,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,0.00,0.00,2000-01-13
636,나원탁21롯,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,0.00,-0.00,1994-08-20
637,박성재21두,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,0.00,-0.00,2002-11-18
638,고영표21KP,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,0.00,0.00,1991-09-16
639,김지수19키3B,69,32,30,3,8,2,0,0,10,3,0,0,2,0,0,7,1,0,0,,,,,,,0.00,-0.05,1986-08-23
640,오장한21N,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,0.00,0.00,2002-05-20
641,김호은20L1B,69,112,103,12,25,5,0,2,36,11,0,0,7,2,0,14,2,0,0,,,,,,,0.00,0.74,1992-01-03
642,장준원20L3B,46,68,60,10,13,3,0,1,19,6,0,0,6,0,0,7,2,1,1,,,,,,,0.00,-0.04,1995-11-21
643,현원회20SC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,2001-07-08
644,김병휘20키DH,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,0.00,0.00,2001-02-16
645,박재욱22LC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1995-12-06
646,신준우22키SS,76,54,43,6,6,3,0,0,9,0,0,0,7,2,0,19,0,2,0,,,,,,,0.00,-0.23,2001-06-21
647,고명성22K,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1999-04-16
648,전민재19두3B,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1999-06-30
649,안주형21삼2B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1993-08-14
650,강상원22한,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1997-05-05
651,김재유22롯,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.03,1992-08-07
652,박시영19롯P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1989-03-10
653,김승회19두,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1981-02-11
654,이승진19S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1995-01-07
655,양원혁19L,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1991-07-21
656,박관진21키,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1997-03-26
657,김진호22NP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1998-06-07
658,장지훈21SP,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1998-12-06
659,김민우22한P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1995-07-25
660,서진용20SP,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1992-10-02
661,홍건희22두P,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1992-09-29
662,정우람20한P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1985-06-01
663,구승민19롯P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1990-06-12
664,최금강21NP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1989-04-26
665,김종수21한P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1994-06-03
666,정수민21SP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1990-04-01
667,배제성22KSS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1996-09-29
668,이승호21키P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1999-02-08
669,고우석21LP,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1998-08-06
670,홍성무20NP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1993-01-25
671,김진성20NP,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1985-03-07
672,신정락22한P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1987-05-13
673,서동민22SP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1994-03-07
674,송명기20NP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,2000-08-09
675,최성영19NP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1997-04-28
676,강윤구21롯P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1990-07-10
677,장시환22한P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1987-11-01
678,송윤준21한P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1992-07-16
679,안영명21KP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1984-11-19
680,진명호20롯P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1989-03-20
681,류진욱22NP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1996-10-10
